"Check","Severity","Excluded","Type","Description","Details"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(127.58 mm, 146.5 mm): PTH pad 15 [/D0_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(122.64 mm, 151.18 mm): PTH pad 11 [unconnected-(U2-B8-Pad11)] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(122.64 mm, 151.18 mm): PTH pad 11 [unconnected-(U2-B8-Pad11)] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(127.58 mm, 146.5 mm): PTH pad 15 [/D0_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(120.1 mm, 151.18 mm): PTH pad 12 [unconnected-(U2-B7-Pad12)] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(127.58 mm, 146.5 mm): PTH pad 15 [/D0_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(120.1 mm, 151.18 mm): PTH pad 12 [unconnected-(U2-B7-Pad12)] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(120.1 mm, 151.18 mm): PTH pad 12 [unconnected-(U2-B7-Pad12)] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(130.12 mm, 146.5 mm): PTH pad 16 [/D1_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(120.1 mm, 151.18 mm): PTH pad 12 [unconnected-(U2-B7-Pad12)] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(130.12 mm, 146.5 mm): PTH pad 16 [/D1_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(117.56 mm, 151.18 mm): PTH pad 13 [/~{RD_LV}] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(117.56 mm, 151.18 mm): PTH pad 13 [/~{RD_LV}] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(130.12 mm, 146.5 mm): PTH pad 16 [/D1_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(130.12 mm, 146.5 mm): PTH pad 16 [/D1_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(117.56 mm, 151.18 mm): PTH pad 13 [/~{RD_LV}] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(117.56 mm, 151.18 mm): PTH pad 13 [/~{RD_LV}] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(132.66 mm, 146.5 mm): PTH pad 17 [/D2_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(132.66 mm, 146.5 mm): PTH pad 17 [/D2_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(115.02 mm, 151.18 mm): PTH pad 14 [/~{WR_LV}] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(115.02 mm, 151.18 mm): PTH pad 14 [/~{WR_LV}] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(132.66 mm, 146.5 mm): PTH pad 17 [/D2_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(132.66 mm, 146.5 mm): PTH pad 17 [/D2_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(115.02 mm, 151.18 mm): PTH pad 14 [/~{WR_LV}] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(115.02 mm, 151.18 mm): PTH pad 14 [/~{WR_LV}] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(135.2 mm, 146.5 mm): PTH pad 18 [/D3_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(135.2 mm, 146.5 mm): PTH pad 18 [/D3_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(112.48 mm, 151.18 mm): PTH pad 15 [/~{IORQ_LV}] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(112.48 mm, 151.18 mm): PTH pad 15 [/~{IORQ_LV}] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(135.2 mm, 146.5 mm): PTH pad 18 [/D3_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(135.2 mm, 146.5 mm): PTH pad 18 [/D3_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(112.48 mm, 151.18 mm): PTH pad 15 [/~{IORQ_LV}] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(112.48 mm, 151.18 mm): PTH pad 15 [/~{IORQ_LV}] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(137.74 mm, 146.5 mm): PTH pad 19 [/D4_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(109.94 mm, 151.18 mm): PTH pad 16 [/~{RESET_LV}] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(137.74 mm, 146.5 mm): PTH pad 19 [/D4_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(109.94 mm, 151.18 mm): PTH pad 16 [/~{RESET_LV}] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(109.94 mm, 151.18 mm): PTH pad 16 [/~{RESET_LV}] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(137.74 mm, 146.5 mm): PTH pad 19 [/D4_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(109.94 mm, 151.18 mm): PTH pad 16 [/~{RESET_LV}] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(137.74 mm, 146.5 mm): PTH pad 19 [/D4_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(107.4 mm, 151.18 mm): PTH pad 17 [/~{INT}] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(107.4 mm, 151.18 mm): PTH pad 17 [/~{INT}] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(140.28 mm, 146.5 mm): PTH pad 20 [/D5_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(140.28 mm, 146.5 mm): PTH pad 20 [/D5_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(107.4 mm, 151.18 mm): PTH pad 17 [/~{INT}] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(107.4 mm, 151.18 mm): PTH pad 17 [/~{INT}] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(140.28 mm, 146.5 mm): PTH pad 20 [/D5_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(140.28 mm, 146.5 mm): PTH pad 20 [/D5_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(104.86 mm, 151.18 mm): PTH pad 18 [/CLK_LV] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(104.86 mm, 151.18 mm): PTH pad 18 [/CLK_LV] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(142.82 mm, 146.5 mm): PTH pad 21 [/D6_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(142.82 mm, 146.5 mm): PTH pad 21 [/D6_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(104.86 mm, 151.18 mm): PTH pad 18 [/CLK_LV] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(104.86 mm, 151.18 mm): PTH pad 18 [/CLK_LV] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(142.82 mm, 146.5 mm): PTH pad 21 [/D6_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(142.82 mm, 146.5 mm): PTH pad 21 [/D6_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(102.32 mm, 151.18 mm): PTH pad 19 [/ADDR_OE] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(102.32 mm, 151.18 mm): PTH pad 19 [/ADDR_OE] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(145.36 mm, 146.5 mm): PTH pad 22 [/D7_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(102.32 mm, 151.18 mm): PTH pad 19 [/ADDR_OE] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(145.36 mm, 146.5 mm): PTH pad 22 [/D7_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(102.32 mm, 151.18 mm): PTH pad 19 [/ADDR_OE] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(99.78 mm, 151.18 mm): PTH pad 20 [+3.3V] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(99.78 mm, 151.18 mm): PTH pad 20 [+3.3V] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(145.36 mm, 146.5 mm): PTH pad 22 [/D7_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(145.36 mm, 146.5 mm): PTH pad 22 [/D7_LV] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(99.78 mm, 151.18 mm): PTH pad 20 [+3.3V] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(99.78 mm, 151.18 mm): PTH pad 20 [+3.3V] of U2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(147.9 mm, 146.5 mm): PTH pad 23 [unconnected-(U1-68_IOT42B-Pad23)] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(75.2 mm, 121.8 mm): PTH pad 1 [+5V] of J2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(147.9 mm, 146.5 mm): PTH pad 23 [unconnected-(U1-68_IOT42B-Pad23)] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(75.2 mm, 121.8 mm): PTH pad 1 [+5V] of J2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(75.2 mm, 121.8 mm): PTH pad 1 [+5V] of J2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(147.9 mm, 146.5 mm): PTH pad 23 [unconnected-(U1-68_IOT42B-Pad23)] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(75.2 mm, 121.8 mm): PTH pad 1 [+5V] of J2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(147.9 mm, 146.5 mm): PTH pad 23 [unconnected-(U1-68_IOT42B-Pad23)] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(150.44 mm, 146.5 mm): PTH pad 24 [unconnected-(U1-69_IOT42A-Pad24)] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(150.44 mm, 146.5 mm): PTH pad 24 [unconnected-(U1-69_IOT42A-Pad24)] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(77.74 mm, 121.8 mm): PTH pad 2 [/FPGA_VCC] of J2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(150.44 mm, 146.5 mm): PTH pad 24 [unconnected-(U1-69_IOT42A-Pad24)] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(77.74 mm, 121.8 mm): PTH pad 2 [/FPGA_VCC] of J2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(150.44 mm, 146.5 mm): PTH pad 24 [unconnected-(U1-69_IOT42A-Pad24)] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(77.74 mm, 121.8 mm): PTH pad 2 [/FPGA_VCC] of J2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(150.44 mm, 123.6831 mm): PTH pad 25 [+3.3V] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(77.74 mm, 121.8 mm): PTH pad 2 [/FPGA_VCC] of J2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(150.44 mm, 123.6831 mm): PTH pad 25 [+3.3V] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(75.2 mm, 124.34 mm): PTH pad 3 [/ADDR_OE] of J2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(150.44 mm, 123.6831 mm): PTH pad 25 [+3.3V] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(75.2 mm, 124.34 mm): PTH pad 3 [/ADDR_OE] of J2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(150.44 mm, 123.6831 mm): PTH pad 25 [+3.3V] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(75.2 mm, 124.34 mm): PTH pad 3 [/ADDR_OE] of J2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(75.2 mm, 124.34 mm): PTH pad 3 [/ADDR_OE] of J2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(145.36 mm, 123.6831 mm): PTH pad 27 [unconnected-(U1-32_IOB15B-Pad27)] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(145.36 mm, 123.6831 mm): PTH pad 27 [unconnected-(U1-32_IOB15B-Pad27)] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(75.2 mm, 126.88 mm): PTH pad 5 [/DATA_OE] of J2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(75.2 mm, 126.88 mm): PTH pad 5 [/DATA_OE] of J2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(75.2 mm, 126.88 mm): PTH pad 5 [/DATA_OE] of J2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(145.36 mm, 123.6831 mm): PTH pad 27 [unconnected-(U1-32_IOB15B-Pad27)] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(75.2 mm, 126.88 mm): PTH pad 5 [/DATA_OE] of J2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(145.36 mm, 123.6831 mm): PTH pad 27 [unconnected-(U1-32_IOB15B-Pad27)] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(77.74 mm, 126.88 mm): PTH pad 6 [/DATA_OE_FPGA] of J2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","hole_clearance","Hole clearance violation (board setup constraints hole clearance 0.2500 mm; actual 0.0000 mm)","@(77.74 mm, 126.88 mm): PTH pad 6 [/DATA_OE_FPGA] of J2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(142.82 mm, 123.6831 mm): PTH pad 28 [unconnected-(U1-31_IOB15A-Pad28)] of U1;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
"Violations","error","False","clearance","Clearance violation (netclass 'Default' clearance 0.5000 mm; actual 0.0000 mm)","@(77.74 mm, 126.88 mm): PTH pad 6 [/DATA_OE_FPGA] of J2;@(60.0 mm, 115.0 mm): Zone [GND] on Front and Back, priority 0"
